id,question,referenceAnswers,answer,correct
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,treasurer,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker,0
8,president vice president longer serve becomes president,speaker house,know,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,senate majority leader,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,sure,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,another person government,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,sure,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house currently john boehner,1
8,president vice president longer serve becomes president,speaker house,senate speaker,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,senate majority leader,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,house,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,know,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,know,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,house majority leader,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house representativies,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,leader house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,think speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,sec defense,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary defense nsecretary defence,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,leader house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,cheif justice,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,treasurer,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,think senate leader whip,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house congress,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,head house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,head state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secratary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,leader congress,0
8,president vice president longer serve becomes president,speaker house,speaker senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,us secretary,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,army general,0
8,president vice president longer serve becomes president,speaker house,majority leader senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,person would become president secretary army,0
8,president vice president longer serve becomes president,speaker house,head senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,leader house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary something,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,treasurer,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,new election,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary,0
8,president vice president longer serve becomes president,speaker house,top person house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,sure,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,know,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary defense,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,know,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,idea remember tell one,0
8,president vice president longer serve becomes president,speaker house,president pro tempore,0
8,president vice president longer serve becomes president,speaker house,chief staff,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,head congress,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,president congress,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,house speaker,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,someone house representative,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,majority leader senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,chief,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,think supreme court justice,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house representaives,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,cabinet chair,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secertary state,0
8,president vice president longer serve becomes president,speaker house,chairman,0
8,president vice president longer serve becomes president,speaker house,house rep leader,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,head state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,candidate win,0
8,president vice president longer serve becomes president,speaker house,election,0
8,president vice president longer serve becomes president,speaker house,secretary,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house become president,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker housze,1
8,president vice president longer serve becomes president,speaker house,sec state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,idea,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,house speaker,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,vice president appoint another vice president,0
8,president vice president longer serve becomes president,speaker house,speaker,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,senator,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,denate majority leader,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,uhh secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,act president,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,president senate speaker house,0
8,president vice president longer serve becomes president,speaker house,president senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,majority leader house representative,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,president senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,idea,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,maybe chief military,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,wow believe forgot,0
8,president vice president longer serve becomes president,speaker house,speaker,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,commander chief,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,majority leader senate,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house representative,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,head house representative,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,president pro tempore senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,secretary state,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house god forbid,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,house speaker,1
8,president vice president longer serve becomes president,speaker house,long serve memeber senate,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,senator,0
8,president vice president longer serve becomes president,speaker house,secuatary state,0
8,president vice president longer serve becomes president,speaker house,treasurer,0
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
8,president vice president longer serve becomes president,speaker house,speaker house,1
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,raise army,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,levy tax,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,pretty nuch pas federal law,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,executive branch,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,federal tax,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,right raise army,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,right declare marshal law,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,death penalty,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,charge tax,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,right prosecute,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war foreign government,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,taxation,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,ability create federal law,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,regulation commerce,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,veto,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,maintain army,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,know,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,make law state must obey,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,overrule court case beyond state control,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,power regulate interstate commerce,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,regulate interstate commerce,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,executive,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,sure,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,pas law,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,provide education,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,power regulate interstate commerce,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declaration war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,tax,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,right deny law,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,dont know,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,ability declare war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,control military,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,check balance,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,declare international trade law,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,grant citizenship,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,power go war,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,power tax,0
9,us constitution power belong federal government one power federal government,print money declare war create army make treaty,right declare war,0
